Temperatura Bulbo Húmedo ValueY;Presión Atmosferica ValueY;T amb ValueY;Potencia TG ValueY
12,10000992;962,8703857;13,41435242;13628,62295
11,80000877;964,3518799;12,96585464;13659,71396
12,2000103;964,8148315;13,27980423;13621,71406
11,90000916;963,6111572;13,05555725;13638,98672
11,00000572;963,9814819;11,75491714;13667,61006
11,60000801;963,7962891;12,74160767;13634,05176
13,40001488;966,666687;15,38772964;13523,01338
13,60001564;966,9444702;16,37442017;13420,85771
14,30001831;966,2962891;17,67505646;13325,61152
14,40001869;969,2592285;19,24479294;13285,14434
14,60001945;968,5185059;20,50057983;13231,35186
14,9000206;968,9814697;21,93576431;13210,13115
13,8000164;969,8147705;22,1151619;13260,96221
14,9000206;970,7407227;23,19155121;13158,80684
