Fecha;Temperatura Bulbo Húmedo ValueY;Presion Atmosferica ValueY;Temperatura T1 ValueY;Potencia TG ValueY;T amb ValueY;Temperatura entrada aire despues el enfriador;Temperatura entrada aire antes el enfriador;Pot Modelo Amb;Pot Modelo 1
2/5/18 0:00;6,399996281;964,6296387;7,975193024;14184,80293;7,853012085;7,22;6,75;14375,24163;14096,8155
2/5/18 1:00;6,499996185;964,722229;7,792778015;14201,08848;7,269966125;7,16;6,71;14384,48462;14119,32786
2/5/18 2:00;5,799996853;965,2777832;7,17256546;14243,53018;6,642074585;7,01;6,55;14455,02626;14173,6643
2/5/18 3:00;5,699996948;963,7963379;7,099597931;14244,51719;6,552371979;6,41;5,96;14446,00347;14169,997
2/5/18 4:00;5,699996948;963,7963135;6,807731628;14257,84189;6,417823792;6,28;5,8;14449,44637;14175,79989
2/5/18 5:00;5,499997139;963,0555664;6,58883667;14272,64678;6,238426208;6,02;5,57;14458,59387;14184,73772
2/5/18 6:00;5,399997234;963,6111206;6,58883667;14285,47813;6,283275604;5,88;5,39;14471,05537;14190,18413
2/5/18 7:00;5,399997234;963,7963257;7,099597931;14240,07549;6,417823792;5,86;5,41;14469,8786;14185,73733
2/5/18 8:00;7,499995232;965,1852051;9,799343109;14067,34902;9,781539917;6,28;5,8;14257,77012;13981,26955
2/5/18 9:00;8,199995041;967,2222046;13,55709839;13813,19395;11,08217621;8,6;8,09;14201,73849;13916,90288
2/5/18 10:00;9,099998474;969,4444336;12,42612457;13887,21943;12,06886673;11,53;10,86;14142,38606;13860,8081
2/5/18 11:00;9,700000763;971,2036865;13,15578079;13816,64863;13,50405121;9,98;11,95;14086,32287;13791,9168
2/5/18 12:00;9,900001526;972,5;13,66654205;13767,29814;14,98408508;10,61;12,91;14050,68967;13730,95091
2/5/18 13:00;9,700000763;970,5555298;13,48413086;13771,24609;15,65682983;10,94;14,15;14023,29979;13694,32101
2/5/18 14:00;10,50000381;970,1851563;14,06785583;13691,79189;16,015625;10,82;14,52;13955,09972;13649,6342
2/5/18 15:00;10,90000534;970,4629395;14,17730713;13687,35029;17,00231552;11,32;14,86;13906,00596;13595,86257
2/5/18 16:00;9,900001526;969,3518555;14,17730713;13709,55791;17,58535767;11,18;15,35;13945,59592;13595,70416
2/5/18 17:00;9,900001526;971,1110962;14,3962059;13676,49336;18,07870483;11,06;16,12;13954,49931;13587,30902
2/5/18 18:00;9,600000381;967,8703979;13,37467957;13737,19434;17,36111069;11,41;16,63;13953,63757;13604,46462
2/5/18 19:00;9,700000763;968,7963013;13,37467957;13712,02559;17,45080948;10,86;15,96;13955,86203;13604,06384
2/5/18 20:00;9,5;966,9444702;13,19226456;13738,6748;15,88107681;11;16,14;13986,9926;13664,83038
2/5/18 21:00;9,399999619;967,6852051;12,97336578;13714,49307;14,53559113;11;14,84;14037,30005;13731,59805
2/5/18 22:00;9,199998856;969,1666626;12,64502335;13800,85645;12,56221008;10,69;13,56;14119,55109;13834,18362
2/5/18 23:00;8,699996948;968,2407349;13,55709839;13722,38926;12,92100525;11,39;11,02;14133,09192;13828,49055
3/5/18 0:00;8,399995804;966,7592407;13,37467957;13780,12939;12,20341492;12,18;12,14;14153,75817;13858,52864
3/5/18 1:00;8,399995804;966,3888672;10,60197067;13979,01162;10,63368225;11,93;11,51;14189,39647;13923,51896
3/5/18 2:00;7,299995422;964,0740845;9,325065613;14066,85547;8,974246979;9,54;9,09;14278,45355;14014,57626
3/5/18 3:00;6,899995804;963,8889038;8,923751831;14085,6084;8,256652832;8,3;7,81;14321,79401;14057,41982
3/5/18 4:00;7,399995327;964,9074097;9,434513092;14057,97236;9,06394577;7,87;7,32;14279,54513;14013,49754
3/5/18 5:00;6,799995899;963,0555664;8,376502991;14099,92041;7,942710876;8,38;7,97;14326,44084;14068,17006
3/5/18 6:00;6,099996567;963,5185425;7,573879242;14171,97178;7,000865936;7,56;7,04;14403,88389;14135,36936
3/5/18 7:00;6,399996281;963,5185547;8,084640503;14169,01074;7,987560272;6,67;6,18;14358,20166;14082,87597
3/5/18 8:00;7,999994755;965,0000366;10,71141815;13968,64824;10,63368225;7,16;6,71;14199,64367;13926,59841
3/5/18 9:00;9,099998474;966,2036987;12,42612457;13816,15518;12,11371613;9,35;8,84;14101,58016;13835,14185
3/5/18 10:00;9,900001526;967,7777832;13,15578079;13761,86973;13,86284637;9,88;11,61;14021,59541;13744,72915
3/5/18 11:00;10,40000343;971,8518311;14,17730713;13658,72676;15,88107681;10,82;13,3;13985,7494;13670,95479
3/5/18 12:00;11,60000801;972,0370239;15,19882965;13594,07783;18,88599396;11,59;15,09;13829,38874;13502,95928
3/5/18 13:00;12,2000103;969,6296143;15,70959473;13503,7666;20,09693146;12,3;16,77;13728,07509;13413,22728
3/5/18 14:00;12,90001297;970,1851563;16,2203598;13494,39014;21,30786896;12,75;17,36;13656,20954;13341,88052
3/5/18 15:00;12,90001297;969,6296387;16,402771;13448,9875;22,87760544;12,97;18,11;13609,24063;13270,10973
3/5/18 16:00;12,50001144;970,9259033;16,91353607;13350,78018;21,98061371;13,11;18,5;13675,30118;13331,53939
3/5/18 17:00;13,00001335;967,6852295;16,91353607;13348,80625;22,96730423;13,62;19,6;13576,33993;13248,68964
3/5/18 18:00;12,80001259;966,666687;16,91353607;13333,01387;22,16001129;13,64;19,62;13598,15634;13282,67433
3/5/18 19:00;12,80001259;966,666687;16,2203598;13363,11797;20,67997742;13,68;19,7;13636,03159;13346,50819
3/5/18 20:00;12,80001259;965,8333618;15,89200974;13429,74111;19,33449173;13,68;19,11;13660,26591;13398,43655
3/5/18 21:00;13,3000145;965,5555542;15,01641464;13504,26035;17,58535767;13,4;17,97;13667,57438;13455,27998
3/5/18 22:00;12,30001068;965,2777588;14,28675461;13561,01318;17,09201431;12,99;15,57;13744,9072;13507,64825
3/5/18 23:00;12,70001221;964,6296387;14,35972214;13545,22109;16,95746613;12,4;14,92;13713,17618;13495,45527
4/5/18 0:00;12,40001106;965,0926147;14,17730713;13568,90947;16,015625;12,44;14,92;13763,37645;13549,40465
4/5/18 1:00;13,10001373;964,3518799;14,17730713;13573,35078;16,0604744;12,44;14,84;13705,48897;13518,85863
4/5/18 2:00;12,40001106;963,5185547;13,66654205;13600,0001;14,08709335;12,42;13,87;13793,46672;13621,05538
4/5/18 3:00;11,20000648;962,5926025;12,13425827;13724,36328;12,3828125;12,06;13,01;13907,47809;13727,52986
4/5/18 4:00;11,00000572;961,7592163;12,35315704;13704,12949;12,51736069;10,8;11,12;13907,45787;13722,24884
4/5/18 5:00;10,10000229;961,4814697;11,44107819;13770,75234;11,08217621;11;11,18;14002,08303;13811,92661
4/5/18 6:00;10,50000381;961,0185059;11,73294449;13737,68779;11,75491714;10,35;9,92;13951,95867;13766,27115
4/5/18 7:00;9,600000381;961,7592407;11,33163452;13795,42793;10,81307983;10,55;10,13;14046,42224;13842,12919
4/5/18 8:00;12,00000954;962,1296143;13,48413086;13644,41533;13,5489006;10,19;9,76;13817,48539;13647,34629
4/5/18 9:00;12,10000992;963,055542;14,87048721;13531,40283;15,07378387;11,57;12,14;13782,98263;13585,04617
4/5/18 10:00;12,60001183;963,8888916;15,60014725;13487,48086;16,68836975;12,54;14,5;13717,80848;13504,94937
4/5/18 11:00;13,20001411;968,8888916;15,70959473;13519,55879;18,97569275;13,01;16,08;13679,5967;13423,03733
4/5/18 12:00;12,30001068;969,6296387;15,70959473;13494,39004;20,23147964;12,89;16,36;13717,82146;13404,11193
4/5/18 13:00;12,40001106;968,3333252;15,89200974;13488,96162;21,26301956;12,61;17,64;13668,7493;13346,81624
4/5/18 14:00;12,70001221;967,9629517;16,2203598;13432,70186;22,47395706;12,71;18,36;13612,79585;13281,93886
4/5/18 15:00;12,50001144;969,4444336;16,91353607;13372,9877;23,2364006;12,93;19,01;13625,03525;13266,5285
4/5/18 16:00;14,10001755;966,666687;17,75264359;13242,20928;22,56365585;13,34;19,86;13499,28732;13222,20308
4/5/18 17:00;14,00001717;966,666687;17,24188232;13295,01416;22,24971008;14,5;20,06;13514,13217;13239,05602
4/5/18 18:00;13,70001602;965,0000366;17,35133362;13246,65078;21,80121613;13,99;18,9;13525,6462;13256,13209
4/5/18 19:00;12,80001259;965,4629761;16,5122261;13373,48135;20,63512802;14,11;19,68;13622,44903;13339,62777
4/5/18 20:00;12,60001183;966,8518677;15,70959473;13405,06543;20,27633286;13,4;18,76;13662,24876;13371,8984
4/5/18 21:00;12,80001259;966,8518555;14,76103592;13521,03906;18,03385544;13,19;18,62;13706,01395;13461,99142
4/5/18 22:00;11,70000839;966,4814941;13,66654205;13616,28574;15,56713104;12,58;16,14;13839,52513;13602,10622
4/5/18 23:00;11,70000839;965,7407715;12,8639183;13733,24639;14,8495369;11,79;14,45;13848,82442;13627,63175
5/5/18 0:00;10,90000534;965,1851807;13,15578079;13662,18135;13,23495483;11,18;12,95;13937,82968;13719,69981
5/5/18 1:00;10,50000381;964,9074219;12,75446701;13727,32432;12,56221008;11,93;11,59;13978,88962;13759,93113
5/5/18 2:00;10,00000191;964,722229;12,13425827;13753,97354;11,75491714;11,32;10,92;14031,33624;13809,95584
5/5/18 3:00;9,900001526;963,5185303;11,95184326;13793,94736;11,53067017;10,76;10,33;14029,15548;13814,1254
5/5/18 4:00;9,600000381;964,1666992;11,44107819;13852,67412;11,171875;10,67;10,19;14066,70142;13844,28417
5/5/18 5:00;9,399999619;962,6852051;11,14921188;13854,15469;10,72338104;10,21;9,82;14073,67056;13859,40367
5/5/18 6:00;8,999998093;963,888916;10,60197067;13890,67402;10,23003387;9,92;9,47;14128,2689;13902,74637
5/5/18 7:00;9,099998474;964,6296387;10,93031693;13892,15469;10,40943146;9,49;8,99;14125,93177;13897,1208
5/5/18 8:00;11,20000648;966,6666748;12,97336578;13734,2332;14,40104294;9,68;9,21;13905,68602;13670,31801
5/5/18 9:00;12,80001259;968,4259521;15,19882965;13570,38984;17,89930725;11,02;12,46;13728,72;13479,3216
5/5/18 10:00;13,10001373;968,8888916;16,585186;13440,59785;18,16840363;12,79;15,63;13707,0666;13461,16818
5/5/18 11:00;13,8000164;971,7592529;17,53374863;13394,70195;19,6932869;13,7;17,28;13655,4943;13393,23235
5/5/18 12:00;14,10001755;972,6851196;18,04450989;13356,20859;21,12847137;14,35;18,5;13609,6648;13328,17557
5/5/18 13:00;14,40001869;969,9073486;18,2269249;13314,26094;22,24971008;14,68;19,23;13526,54653;13249,53752
5/5/18 14:00;14,20001793;969,9999512;18,73768997;13243,196;23,19155121;14,92;20,1;13517,19873;13216,21898
5/5/18 15:00;14,70001984;971,2963257;19,02954865;13218,02744;23,99884415;15,13;21,08;13478,35008;13174,33145
5/5/18 16:00;14,20001793;969,444458;18,2269249;13257,50791;23,81944275;15,21;21,75;13494,33269;13185,07014
5/5/18 17:00;14,00001717;968,5185547;18,33637238;13243,19629;23,14670181;14,98;21,73;13513,83948;13213,93
5/5/18 18:00;14,70001984;967,9629639;19,13899994;13165,71602;24,22309113;15,02;21,47;13431,81974;13140,24947
5/5/18 19:00;14,30001831;967,8703857;18,44582367;13256,02744;23,50549698;15,55;22,28;13476,29354;13183,77122
5/5/18 20:00;15,20002174;967,5926514;18,73768997;13236,78066;22,38425827;14,98;21,65;13440,29166;13200,2842
5/5/18 21:00;14,80002022;966,7592773;16,80408478;13400,13037;20,45573044;15,61;20,9;13506,6888;13290,60867
5/5/18 22:00;14,40001869;967,5000488;16,2203598;13444,05244;19,78298569;14,37;17,81;13560,21289;13338,29869
5/5/18 23:00;13,90001678;967,5926514;15,52717972;13525,48076;18,70659637;13,99;17,32;13622,9454;13401,96382
6/5/18 0:00;13,3000145;966,2036743;14,6880722;13574,83105;16,91261673;13,4;16,4;13692,72166;13489,04149
6/5/18 1:00;12,80001259;966,666687;14,17730713;13614,80518;15,52228165;12,79;14,84;13768,02115;13568,95961
6/5/18 2:00;12,90001297;966,2036743;13,95840836;13649,84404;15,43258286;12,48;13,99;13757,83982;13566,12521
6/5/18 3:00;12,70001221;963,888916;14,17730713;13619,24668;15,61198044;12,28;13,46;13738,54372;13548,06175
6/5/18 4:00;12,60001183;963,888916;13,48413086;13685,86982;14,8046875;12,34;13,76;13766,01372;13586,19276
6/5/18 5:00;12,70001221;963,888916;13,37467957;13698,20742;14,67013931;11,87;12,79;13762,64619;13588,68336
6/5/18 6:00;12,50001144;963,888916;13,48413086;13705,1165;14,49074173;11,81;12,77;13780,85857;13603,04571
6/5/18 7:00;12,60001183;963,888916;13,66654205;13680,44131;14,53559113;11,89;12,99;13772,90011;13597,79889
6/5/18 8:00;12,90001297;965,277771;14,17730713;13644,41514;15,79137802;11,97;13,09;13737,32731;13543,86999
6/5/18 9:00;14,10001755;967,0370483;16,2933197;13512,6499;17,80960464;12,4;13,97;13625,47955;13429,95746
6/5/18 10:00;14,50001907;967,5926514;18,00802612;13310,31289;19,6484375;13,87;16,32;13557,97858;13341,46742
6/5/18 11:00;14,30001831;969,9073486;18,04450989;13333,50752;21,21817017;14,96;18,64;13559,75519;13297,34031
6/5/18 12:00;15,00002098;971,2963257;18,84713364;13269,84551;22,47395706;14,78;19,31;13496,94099;13230,16243
6/5/18 13:00;15,50002289;968,9814453;19,13899994;13219,01436;23,41579819;15,39;20,75;13410,45677;13156,02662
6/5/18 14:00;15,40002251;970,1851563;19,24844742;13126,23525;23,64004517;15,69;20,63;13426,25913;13158,48209
6/5/18 15:00;16,20002556;963,888916;18,04450989;13232,83271;21,48727036;15,83;21,43;13349,81494;13178,72417
6/5/18 16:00;15,40002251;962,3147949;17,53374863;13283,17002;17,94415665;15,27;19,09;13475,70871;13346,51111
6/5/18 17:00;14,70001984;962,8704102;16,00146103;13379,89717;17,2265625;15,09;16,63;13548,54689;13404,71698
6/5/18 18:00;15,70002365;963,888916;16,98649979;13296,49463;18,79629517;13,99;15,59;13452,73278;13311,34826
6/5/18 19:00;14,70001984;963,9815063;16,2203598;13391,74111;19,02054214;14,98;16,79;13516,23444;13335,47919
6/5/18 20:00;14,40001869;964,166687;15,70959473;13459,84463;18,66174698;13,99;16,93;13548,11461;13362,24751
6/5/18 21:00;14,20001793;963,888916;15,30828094;13491,92266;17,2714119;13,58;16,36;13593,91665;13426,80347
6/5/18 22:00;13,3000145;963,888916;14,35972214;13620,72725;15,11863327;13,44;15,13;13710,30451;13549,46502
6/5/18 23:00;13,00001335;963,888916;13,95840836;13650,83086;15,20833206;12,54;13,34;13728,44123;13555,53371
7/5/18 0:00;13,00001335;963,888916;13,95840836;13644,90898;15,25318146;12,32;13,44;13727,2935;13553,59935
7/5/18 1:00;12,10000992;963,888916;12,97336578;13732,25908;13,50405121;12,3;13,64;13833,35167;13658,85154
7/5/18 2:00;12,00000954;962,9630127;12,8639183;13722,88271;13,45920181;11,47;12,04;13829,97948;13657,31797
7/5/18 3:00;11,50000763;962,1295898;12,53556824;13749,53203;12,83130646;11,32;11,91;13869,90253;13694,85828
7/5/18 4:00;11,1000061;961,5740967;12,8639183;13721,89561;12,15856552;11,06;11,2;13907,56362;13733,05558
7/5/18 5:00;10,70000458;961,5740967;12,13425827;13801,84346;11,75491714;11,43;11;13945,13621;13763,7148
7/5/18 6:00;10,30000305;961,5740967;12,24370956;13769,27217;11,79977036;10,88;10,39;13971,23128;13775,03015
7/5/18 7:00;10,50000381;962,3147949;12,13425827;13824,05127;11,84461975;10,92;10,59;13965,52632;13771,895
7/5/18 8:00;12,2000103;963,888916;14,06785583;13660,70107;15,02893448;10,86;10,39;13787,51796;13589,77086
7/5/18 9:00;13,3000145;965,6481567;15,78256226;13546,2084;16,37442017;12,16;13,3;13699,69645;13508,18585
7/5/18 10:00;13,90001678;966,666687;17,24188232;13440,10449;19,6932869;13,44;15,51;13586,36381;13352,62702
7/5/18 11:00;14,10001755;969,9073486;17,71615982;13359,66318;19,82783508;14,09;18,23;13608,95643;13363,93039
7/5/18 12:00;14,60001945;971,0185181;18,1174736;13344,36465;20,50057983;14,6;18,76;13571,28455;13326,48967
7/5/18 13:00;15,20002174;969,7221924;19,13899994;13239,24814;22,16001129;14,74;19,01;13472,09036;13225,5506
7/5/18 14:00;16,0000248;969,9999512;19,28493118;13148,93672;23,01215363;15,55;20,43;13399,19659;13164,332
7/5/18 15:00;15,30002213;968,9814453;19,86866379;13109,94971;24,17824173;15,73;20,96;13404,56668;13129,76736
7/5/18 16:00;15,40002251;969,0740479;20,16052246;13030,00215;24,40248871;15,92;22,03;13393,15051;13117,46125
7/5/18 17:00;15,80002403;968,7037109;19,86866379;13119,81992;24,89583206;16,2;22,48;13348,7506;13080,22151
7/5/18 18:00;15,50002289;966,666687;19,75921249;13068,98906;24,58188629;16,08;22,28;13352,28902;13088,78226
7/5/18 19:00;15,20002174;966,666687;19,46734619;13082,80723;24,13339233;15,96;22,46;13384,19852;13118,06321
7/5/18 20:00;14,80002022;966,3888794;18,2269249;13223,94941;22,60850525;15,81;22,14;13447,06486;13195,04707
7/5/18 21:00;15,30002213;966,2036743;17,71615982;13252,0793;20,63512802;15,15;20,84;13461,2451;13262,24024
7/5/18 22:00;15,30002213;965,6481812;17,53374863;13259,48184;19,87268448;15,13;19,13;13473,95885;13291,05655
7/5/18 23:00;15,00002098;966,2036743;16,98649979;13344,85801;18,88599396;15,07;18,38;13526,43902;13347,61779
8/5/18 0:00;14,50001907;966,2036743;16,11090851;13439,61104;17,67505646;14,68;17,36;13591,48151;13416,40786
8/5/18 1:00;13,60001564;965,277771;15,08938599;13517,0915;16,015625;14,01;15,88;13683,91357;13511,01095
8/5/18 2:00;13,40001488;963,888916;14,35972214;13586,18184;15,20833206;13,26;14,78;13701,19832;13542,28384
8/5/18 3:00;12,90001297;963,0555908;13,88544083;13622,20742;14,62528992;12,58;13,34;13739,97473;13577,89034
8/5/18 4:00;12,30001068;962,9630127;13,26523209;13681,92178;13,90769577;12,24;12,79;13798,06998;13628,03703
8/5/18 5:00;11,90000916;962,0369873;12,75446701;13745,58369;13,59375;11,71;12,2;13822,01487;13648,04609
8/5/18 6:00;11,60000801;961,9444092;12,53556824;13768,77852;13,14525604;11,24;11,77;13852,79145;13676,64909
8/5/18 7:00;11,50000763;962,0369873;13,15578079;13722,88262;13,01070786;11,08;11,51;13864,17829;13686,44257
8/5/18 8:00;13,40001488;963,9815063;14,87048721;13610,36328;16,46411896;11,73;11,37;13670,1948;13488,79979
8/5/18 9:00;13,40001488;965,277771;16,18387604;13495,8708;17,2714119;12,87;14,25;13665,39843;13463,47379
8/5/18 10:00;13,8000164;966,2962769;16,91353607;13436,15645;17,98900604;13,58;16,46;13632,25559;13426,73261
8/5/18 11:00;14,40001869;970,0925537;17,71615982;13323,14404;19,15509415;14,09;16,99;13608,00666;13384,36456
8/5/18 12:00;15,10002136;969,9073486;18,92010498;13236,78057;20,09693146;14,74;17,95;13533,96278;13319,1996
8/5/18 13:00;16,20002556;967,6852295;19,35789871;13163,74209;21,30786896;15,59;18,86;13400,86297;13214,26215
8/5/18 14:00;16,10002518;966,5740845;19,75921249;13124,26172;21,80121613;16;19,55;13381,45102;13188,15964
8/5/18 16:00;16,90002823;966,666687;21,03611755;12896,75596;24,31278992;27,34;23,32;13263,82525;13054,01386
8/5/18 17:00;17,30002975;966,2036743;20,96315384;12983,11934;24,80613327;17,22;22,34;13218,29122;13016,09545
8/5/18 18:00;16,40002632;965,7407837;20,0510788;13050,23604;23,41579819;17,16;22,52;13309,50297;13102,48306
8/5/18 19:00;16,5000267;965,277771;19,35789871;13105,5083;22,16001129;16,53;21,45;13329,16276;13149,94204
8/5/18 20:00;16,20002556;964,8148804;18,5187912;13172,625;20,76967621;16,38;20,47;13379,51015;13216,45484
8/5/18 21:00;16,80002785;964,2592773;18,5187912;13164,23545;19,6035881;15,9;19,29;13361,68778;13242,80474
8/5/18 22:00;16,40002632;963,888916;18,4093399;13210,13125;19,02054214;16,16;18,09;13399,31904;13278,48922
8/5/18 23:00;15,80002403;964,3518677;17,42429352;13280,20918;18,4823494;16;17,85;13459,6215;13324,96647
9/5/18 0:00;15,50002289;963,888916;16,98649979;13307,35186;17,80960464;15,21;17,05;13491,60443;13360,52916
9/5/18 1:00;15,10002136;963,888916;16,47574234;13357,68916;16,77806854;14,96;16,32;13545,24517;13418,26917
9/5/18 2:00;15,00002098;962,9630127;16,18387604;13367,06563;16,55381775;14,6;15,55;13546,464;13424,47319
9/5/18 3:00;14,50001907;962,8704102;15,89200974;13424,80586;16,10532379;14,31;15,29;13590,86174;13459,70094
9/5/18 4:00;13,90001678;962,3147949;15,41772842;13465,7666;15,38772964;13,89;14,84;13643,29062;13506,4568
9/5/18 5:00;13,40001488;962,0369873;14,87048721;13526,46777;14,8046875;13,56;14,33;13688,86512;13546,13136
9/5/18 6:00;13,20001411;961,5740967;14,57862091;13567,92207;14,22164536;13,17;14,03;13711,74251;13574,51315
9/5/18 7:00;13,40001488;963,5185059;14,65158844;13571,87031;14,44589233;12,83;13,36;13716,17691;13572,45535
9/5/18 8:00;13,3000145;963,888916;14,76103592;13563,48076;13,99739456;13,01;13,5;13738,99791;13597,82404
9/5/18 9:00;13,10001373;963,888916;14,46917343;13589,14277;13,36950302;13,01;13,34;13768,68761;13631,52994
9/5/18 10:00;13,8000164;963,888916;15,19882965;13532,39004;14,62528992;12,75;12,85;13688,87593;13554,18058
9/5/18 11:00;14,00001717;964,166687;15,41772842;13530,41592;15,16348267;13,38;13,32;13664,88089;13526,37751
9/5/18 12:00;14,20001793;965,277771;15,78256226;13480,07832;16,0604744;13,4;13,83;13641,90149;13489,20179
9/5/18 13:00;14,80002022;965,277771;16,6946373;13360,65039;17,04716492;13,72;14,72;13575,78693;13426,77103
9/5/18 14:00;14,9000206;965,4629761;16,91353607;13352,26084;17,31626129;14,39;15,79;13564,35624;13413,2087
9/5/18 15:00;15,40002251;965,277771;17,31484985;13334,00117;18,07870483;14,5;16,08;13508,52464;13362,40592
9/5/18 16:00;15,70002365;965,277771;17,93505859;13257,01445;18,4823494;14,98;16,79;13477,76288;13335,05933
9/5/18 17:00;16,10002518;965,277771;18,2269249;13236,78047;18,34780121;15,39;17,36;13453,96317;13327,61252
9/5/18 18:00;15,60002327;964,0740967;17,53374863;13307,35186;17,36111069;15,63;17,22;13498,53715;13377,91631
9/5/18 19:00;15,40002251;964,166687;16,98649979;13325,61143;16,95746613;15,19;16,44;13523,62126;13402,62847
9/5/18 20:00;15,50002289;964,7222778;17,13243484;13329,06592;17,04716492;14,92;15,88;13521,31406;13399,51589
9/5/18 21:00;15,40002251;964,3518677;16,98649979;13358,18271;17,00231552;14,92;15,79;13524,73966;13402,0502
9/5/18 22:00;15,20002174;965,277771;16,585186;13400,13066;16,46411896;14,88;15,98;13563,46464;13438,66794
9/5/18 23:00;14,30001831;965,277771;15,89200974;13482,5459;15,92592621;14,52;15,23;13638,53396;13491,69239
10/5/18 0:00;14,00001717;965,277771;15,49069595;13525,48086;15,34288025;13,82;14,78;13673,88675;13526,77656
10/5/18 1:00;13,70001602;963,888916;15,19882965;13535,84414;15,02893448;13,56;14,33;13685,35707;13540,08386
10/5/18 2:00;13,50001526;963,888916;14,87048721;13545,71445;14,89438629;13,3;14,03;13702,42172;13552,51186
10/5/18 3:00;13,3000145;963,888916;14,76103592;13546,20791;14,7598381;13,11;13,83;13719,48637;13564,93985
10/5/18 4:00;12,90001297;963,888916;14,35972214;13597,53252;14,49074173;12,93;13,78;13753,61566;13589,79585
10/5/18 5:00;12,90001297;963,888916;14,17730713;13601,97383;14,62528992;12,63;13,6;13750,17247;13583,99278
10/5/18 6:00;13,00001335;963,888916;13,95840836;13640,96084;14,89438629;12,42;13,38;13736,47535;13569,07419
10/5/18 7:00;13,20001411;964,3518677;13,95840836;13660,70098;15,56713104;12,24;13,13;13711,30315;13536,82397
10/5/18 8:00;12,90001297;965,277771;14,35972214;13623,19443;14,44589233;12,3;13,13;13771,75937;13601,90079
10/5/18 9:00;13,00001335;965,3703735;14,46917343;13637,0126;14,53559113;12,61;13,66;13763,78639;13595,39774
10/5/18 10:00;13,3000145;966,2036743;15,01641464;13578,779;15,16348267;12,67;13,6;13737,4834;13564,48164
10/5/18 11:00;14,20001793;967,5926514;16,00146103;13512,64971;16,77806854;13,13;14,07;13651,86579;13475,20383
10/5/18 12:00;14,10001755;967,5926514;15,89200974;13516,1041;18,07870483;13,68;15,47;13625,3922;13422,41985
10/5/18 13:00;14,40001869;968,5185547;16,80408478;13420,85752;18,12355423;13,58;15,88;13615,14294;13417,32849
10/5/18 14:00;14,70001984;968,7962891;17,13243484;13387,29961;19,6484375;14,17;16,77;13559,08652;13343,65672
10/5/18 15:00;15,40002251;969,9073486;17,97154236;13311,79326;21,48727036;14,56;17,85;13477,95072;13249,29688
10/5/18 16:00;15,20002174;969,0740479;18,2269249;13276,75449;21,30786896;15,02;18,95;13485,96576;13257,55714
10/5/18 17:00;15,30002213;968,1481445;18,73768997;13205,68975;21,93576431;15,29;19,55;13451,75604;13220,38315
10/5/18 18:00;15,20002174;968,055542;18,2269249;13246,65078;22,0254631;15,55;20,49;13455,13809;13219,14878
10/5/18 19:00;15,10002136;967,8703857;17,93505859;13274,28691;21,80121613;15,31;20,12;13465,42164;13230,77712
10/5/18 20:00;14,30001831;968,1481445;16,6946373;13393,71494;19,91753387;15,13;20;13571,51143;13340,5541
10/5/18 21:00;14,10001755;967,9629639;15,89200974;13481,55898;18,07870483;14,31;18,36;13629,92386;13425,13165
10/5/18 22:00;13,8000164;967,5926514;15,41772842;13556,57197;16,95746613;13,8;16,77;13674,51777;13480,71628
10/5/18 23:00;13,00001335;967,1296387;14,06785583;13680,93467;15,20833206;13,38;15,53;13768,09925;13579,26552
11/5/18 0:00;12,50001144;966,4814697;13,37467957;13737,68799;14,40104294;12,28;13,26;13814,88015;13625,89969
11/5/18 1:00;11,70000839;965,8333618;12,42612457;13839,84326;13,05555725;11,71;12,38;13895,86686;13705,68413
11/5/18 2:00;11,1000061;965,0000366;12,02480698;13854,64824;12,24826431;11;11,45;13947,19275;13754,27503
11/5/18 3:00;10,6000042;963,9815063;11,73294449;13869,45332;11,62036896;10,53;10,76;13984,85056;13790,45979
11/5/18 4:00;10,40000343;963,7963135;11,73294449;13872,41465;11,35127258;10,21;10,21;14003,09213;13807,33469
11/5/18 5:00;10,40000343;964,4444702;11,62349319;13884,75215;11,53067017;10,43;10;14006,43295;13804,34372
11/5/18 6:00;9,800001144;963,888916;11,14921188;13936,57021;10,63368225;10,39;9,94;14063,45341;13858,83729
11/5/18 7:00;10,40000343;964,8148804;11,62349319;13898,07676;11,26157379;9,9;9,49;14017,8522;13818,66236
11/5/18 8:00;12,2000103;967,1296387;13,88544083;13772,2332;13,90769577;10,39;9,92;13855,86938;13661,8617
11/5/18 9:00;13,20001411;969,444458;15,49069595;13620,72695;15,65682983;12,08;11,55;13771,32775;13570,2483
11/5/18 10:00;14,40001869;969,5370361;16,91353607;13477,61064;17,40596008;13,3;14,96;13645,97031;13455,73666
11/5/18 11:00;14,80002022;973,1481323;17,82561493;13406,54609;18,75144577;14,19;16,4;13628,48578;13410,90005
11/5/18 12:00;15,30002213;974,5369873;18,73768997;13332,52051;20,54542923;14,84;17,71;13565,51865;13327,1338
11/5/18 13:00;15,20002174;972,4999634;19,13899994;13289,58564;22,42910767;15,47;19,15;13499,19666;13234,28609
11/5/18 14:00;15,30002213;973,1481323;19,46734619;13224,93662;22,92245483;15,55;20,47;13487,69269;13214,4421
11/5/18 15:00;16,30002594;973,611084;20,0510788;13114,88486;24,13339233;15,92;21,2;13394,2619;13132,4799
11/5/18 16:00;16,30002594;972,5925415;19,9416275;13150,91084;24,94068146;16,38;21,79;13361,13841;13090,20273
