Temperatura ambiente TG ValueY;Temperatura Bulbo Humedo ValueY;Presion Atmosferica ValueY;Potencia TG ValueY
18,25810242;12,80001259;972,5925781;13843,29775
17,89930725;11,00000572;974,4444458;13916,82998
17,40596008;13,40001488;974,7222168;13774,20723
16,41926956;12,70001221;974,2592529;13859,5834
16,95746613;13,90001678;974,4444336;13755,45391
16,68836975;13,70001602;973,4259155;13787,03818
16,86776733;13,70001602;972,8703613;13788,51865
16,15017319;13,50001526;973,7036865;13810,72646
16,77806854;13,8000164;973,055542;13778,15527
15,70167923;13,20001411;972,3147949;13814,18145
14,8046875;12,60001183;971,944397;13842,31084
14,58044052;12,50001144;973,0555298;13864,0249
14,35619354;12,40001106;972,0369995;13890,18057
14,17679214;12,2000103;970,3703491;13921,27119
13,90769577;12,00000954;972,3148071;13938,05059
13,99739456;11,90000916;973,5184814;13965,68711
15,34288025;12,30001068;970,7407349;13916,82979
16,55381775;12,90001297;973,333313;13825,03799
17,58535767;13,60001564;974,3518555;13750,02539
19,19994354;14,40001869;976,2963135;13661,19473
20,45573044;15,00002098;976,8518677;13595,5584
21,75636673;15,50002289;976,0185181;13532,8833
22,51880646;15,70002365;976,2036865;13491,92256
23,3260994;15,90002441;979,6296265;13497,35088
24,94068146;16,0000248;980,0926147;13496,36406
25,52372742;15,20002174;981,0185059;13499,325
26,10676956;15,10002136;980,0926147;13485,01328
28,1698494;15,70002365;974,6296143;13398,6502
27,40740585;15,20002174;980,1852295;13432,70195
28,70804214;15,90002441;978,0555542;13328,57246
28,0801506;15,30002213;979,7222168;13399,14375
29,02199173;15,80002403;976,0185303;13386,80596
28,79774475;15,70002365;977,6851929;13369,03994
28,48379517;17,20002937;975,9259399;13263,92334
28,34924698;17,30002975;977,777771;13246,65078
27,76620483;17,00002861;977,4074463;13236,2873
27,58680725;16,70002747;975,4629517;13282,18281
26,82436371;16,10002518;974,7221924;13373,48135
25,47887802;15,40002251;973,7036987;13455,40313
24,26794052;14,70001984;974,9074219;13546,70156
24,31278992;14,9000206;974,8147949;13606,41543
23,77459335;14,70001984;976,3888916;13623,68828
23,10185242;14,70001984;975,7407715;13635,03887
21,48727036;14,10001755;975,2777832;13702,15537
20,32118225;13,90001678;974,9074219;13688,3376
20,8145256;14,20001793;974,2592285;13661,19463
19,6484375;13,90001678;973,9814819;13710,05186
18,84114456;13,50001526;974,0740967;13780,62246
18,3926506;13,00001335;973,7036865;13813,6876
17,04716492;12,40001106;974,2592407;13852,18105
17,58535767;12,50001144;974,7222412;13807,76553
17,13686371;12,00000954;973,3333374;13875,86895
17,67505646;11,80000877;972,2221802;13872,90811
17,1817131;11,70000839;972,7777466;13827,0123
15,74652863;10,80000496;971,0185181;13819,60947
15,83622742;10,6000042;970,1851807;13850,70049
15,61198044;10,90000534;971,2962769;13803,81738
15,29803085;10,6000042;971,6666382;13821,58369
15,29803085;10,40000343;971,1111084;13811,22002
14,89438629;10,40000343;971,8518433;13861,55732
14,13194275;10,20000267;971,0184937;13870,93398
14,62528992;10,40000343;969,3518433;13864,51865
14,49074173;10,40000343;971,2036865;13860,07695
16,19502258;11,1000061;971,5740234;13946,44023
14,8495369;10,50000381;971,388855;13996,77754
15,9707756;11,20000648;972,0369995;13928,18027
18,25810242;12,70001221;972,6851685;13799,86924
21,03877258;13,40001488;975,0000122;13701,66191
21,80121613;13,8000164;976,1111084;13626,64932
23,37094879;14,50001907;977,6852051;13537,81846
24,13339233;15,20002174;976,8518799;13448,49395
24,76128387;15,40002251;979,3518677;13422,33818
25,29948044;15,60002327;978,4259399;13388,77998
25,703125;15,70002365;978,7963013;13378,41641
26,64496613;15,90002441;977,5;13327,58535
27,85590363;16,0000248;976,2037109;13307,35166
28,39409637;16,0000248;977,3148315;13267,37783
28,61834335;16,0000248;976,2037109;13285,6377
28,39409637;15,20002174;976,666687;13310,31279
29,3359375;15,40002251;978,7963135;13325,11797
29,3359375;15,30002213;977,4074463;13310,3127
29,06684113;15,20002174;976,7592651;13311,29961
28,61834335;15,70002365;974,1666504;13281,68945
28,21469879;15,70002365;975,7407349;13262,44297
28,30439758;15,80002403;974,5369873;13283,17002
27,45225525;15,40002251;972,5926025;13311,2998
26,19646835;14,9000206;973,5184937;13387,79297
25,03038025;14,60001945;973,611084;13442,07842
25,34432983;14,70001984;973,4259277;13493,89648
24,5370369;14,80002022;974,7222046;13491,42881
21,17332077;13,40001488;972,5925781;13670,07764
19,91753387;12,90001297;973,5184814;13723,87012
19,24479294;12,60001183;973,1481567;13750,02549
19,02054214;12,50001144;970,4629517;13764,83057
18,34780121;12,30001068;972,5925903;13774,70068
